player,latest_team,position,total_minutes,impact90,impact90_lo,impact90_hi,rapm_xg,rapm_xg_lo,rapm_xg_hi,finishing_per90,shots,rapm_goals,rapm_goals_lo,rapm_goals_hi,naive_gd90,naive_xgd90
Bruno Guimarães,Newcastle United,MID,9133,0.3353,0.2009,0.4386,0.328,0.1937,0.4314,0.0072,135.0,0.1894,0.0932,0.2806,1.4247,1.7207
Rodri,Manchester City,MID,4564,0.2445,0.1287,0.3589,0.2354,0.1196,0.3499,0.009,79.0,0.2507,0.1449,0.3516,0.5549,0.4542
Kevin Schade,Brentford,FWD,5445,0.2394,0.1143,0.3555,0.2421,0.1169,0.3582,-0.0026,120.0,0.1553,0.0255,0.2794,0.8173,0.8581
Jacob Murphy,Newcastle United,FWD,5314,0.2392,0.1049,0.3782,0.2358,0.1015,0.3748,0.0034,115.0,0.2016,0.0842,0.3297,0.7462,0.5791
Trent Alexander-Arnold,Liverpool,DEF,4617,0.2189,0.1052,0.3505,0.2141,0.1004,0.3457,0.0048,92.0,0.1835,0.0929,0.2814,0.8224,0.8179
William Saliba,Arsenal,DEF,9139,0.2149,0.1346,0.2929,0.2152,0.1349,0.2932,-0.0004,21.0,0.2633,0.1914,0.3435,1.0474,0.7307
Rúben Dias,Manchester City,DEF,7012,0.2115,0.0973,0.3343,0.2132,0.099,0.336,-0.0017,51.0,0.188,0.0605,0.3028,0.3772,0.4647
Callum Wilson,West Ham,FWD,2537,0.1982,0.048,0.3367,0.2035,0.0534,0.342,-0.0054,79.0,0.089,-0.0806,0.2514,0.4707,0.675
Kaoru Mitoma,Brighton,FWD,5854,0.1949,0.0744,0.3139,0.2009,0.0804,0.3199,-0.006,123.0,0.1464,-0.0092,0.2861,0.5884,0.3703
Beto,Everton,FWD,4008,0.1905,0.0464,0.3124,0.2079,0.0637,0.3297,-0.0173,135.0,0.0269,-0.1169,0.1697,0.1907,0.4855
Dejan Kulusevski,Tottenham,FWD,5214,0.1872,0.0495,0.3008,0.18,0.0423,0.2935,0.0072,104.0,0.1106,-0.0137,0.2264,0.678,0.484
David Raya,Arsenal,GK,9696,0.1868,0.1085,0.2662,0.1868,0.1085,0.2662,0.0,,0.2222,0.1634,0.282,0.2532,0.0169
Bukayo Saka,Arsenal,FWD,7024,0.184,0.0702,0.3158,0.1994,0.0856,0.3312,-0.0154,245.0,0.1428,0.0338,0.2621,0.2859,0.4639
Alisson,Liverpool,GK,7430,0.1836,0.0823,0.2846,0.1836,0.0823,0.2846,0.0,,0.1249,0.0266,0.213,0.2646,0.4578
Jéremy Doku,Manchester City,FWD,4943,0.183,0.0152,0.3415,0.1791,0.0113,0.3376,0.0039,124.0,0.1992,0.0569,0.3251,0.4841,0.4903
Alexis Mac Allister,Liverpool,MID,8012,0.1815,0.0405,0.3228,0.1807,0.0397,0.322,0.0008,134.0,0.1127,-0.0192,0.2284,0.026,0.3256
Amad Diallo Traore,Manchester United,MID,4631,0.1793,0.0564,0.2834,0.1794,0.0565,0.2835,-0.0001,111.0,0.1514,0.0248,0.269,0.7189,0.704
Ismaila Sarr,Crystal Palace,MID,4946,0.1724,0.0562,0.2907,0.1826,0.0663,0.3009,-0.0102,107.0,0.0827,-0.0308,0.1836,0.3926,0.5465
Ederson,Manchester City,GK,5155,0.1699,0.0559,0.2778,0.1699,0.0559,0.2778,0.0,,0.1003,-0.004,0.1928,0.2844,0.451
Mikel Merino,Arsenal,MID,2601,0.1687,0.0483,0.2707,0.1706,0.0502,0.2726,-0.0019,60.0,-0.0297,-0.1293,0.0831,-0.5778,-0.057
Gabriel,Arsenal,DEF,8229,0.1623,0.0395,0.2865,0.1656,0.0427,0.2897,-0.0032,80.0,0.2124,0.115,0.3114,0.1988,0.0027
Andreas Pereira,Fulham,MID,4830,0.1612,0.0528,0.2702,0.172,0.0636,0.281,-0.0108,91.0,0.0392,-0.0788,0.1708,0.0584,0.3878
Michael Olise,Crystal Palace,FWD,1291,0.1607,0.0804,0.2339,0.1395,0.0593,0.2128,0.0211,56.0,0.1606,0.0398,0.2717,1.3042,0.5159
James Hill,Bournemouth,DEF,2656,0.1602,0.0319,0.2793,0.1615,0.0333,0.2807,-0.0014,18.0,0.0799,-0.0006,0.1637,0.3296,0.2374
Yoane Wissa,Newcastle United,FWD,6026,0.1548,0.0161,0.2781,0.1628,0.0241,0.2861,-0.0079,170.0,0.0491,-0.0662,0.1656,0.2857,0.3439
Emil Krafth,Newcastle United,DEF,1293,0.1543,0.0138,0.3014,0.1545,0.0139,0.3016,-0.0002,5.0,0.0601,-0.0718,0.1893,0.6165,0.6062
Josko Gvardiol,Manchester City,DEF,7034,0.1533,0.046,0.2517,0.1514,0.0441,0.2499,0.0019,89.0,0.21,0.0983,0.3264,0.3272,0.2359
Richarlison,Tottenham,FWD,3948,0.1496,0.0016,0.2923,0.1438,-0.0042,0.2865,0.0058,139.0,0.1549,0.0058,0.3009,0.695,0.3797
Trevoh Chalobah,Chelsea,DEF,5751,0.1487,0.0129,0.2749,0.1472,0.0114,0.2734,0.0016,36.0,0.172,0.0376,0.3095,0.4332,0.1904
Justin Kluivert,Bournemouth,MID,5373,0.1445,0.0009,0.2845,0.1422,-0.0014,0.2823,0.0022,136.0,0.1568,0.0468,0.2689,0.329,0.2281
João Pedro,Chelsea,FWD,6736,0.1441,-0.0062,0.2771,0.1495,-0.0008,0.2825,-0.0054,195.0,0.0309,-0.113,0.1765,0.0152,0.2952
Moisés Caicedo,Chelsea,MID,9143,0.1439,0.0205,0.2569,0.1403,0.017,0.2534,0.0035,60.0,0.0949,-0.0063,0.1963,0.5747,0.6185
James Garner,Everton,MID,8099,0.1428,0.0436,0.2107,0.1468,0.0476,0.2146,-0.0039,98.0,0.0156,-0.094,0.1145,0.0273,0.4065
Erling Haaland,Manchester City,FWD,8360,0.1413,0.0292,0.2433,0.1607,0.0487,0.2627,-0.0194,356.0,0.1305,0.0303,0.2333,-0.5499,-0.1286
Bernardo Silva,Manchester City,MID,8228,0.141,0.0167,0.2667,0.1408,0.0165,0.2664,0.0002,96.0,0.1212,0.0116,0.2446,-0.3797,-0.1887
Luis Díaz,Liverpool,FWD,5157,0.1407,0.0155,0.2595,0.1512,0.026,0.27,-0.0105,165.0,0.2219,0.0938,0.3552,0.9793,0.8695
Nicolas Jackson,Chelsea,FWD,5130,0.1401,0.0319,0.2378,0.1594,0.0512,0.2571,-0.0193,156.0,0.1382,0.0243,0.25,0.4754,0.1978
Patrick Dorgu,Manchester United,MID,2292,0.1396,-0.01,0.2516,0.1385,-0.0111,0.2505,0.0011,35.0,-0.0093,-0.1064,0.0748,-0.2913,0.3949
Jurriën Timber,Arsenal,DEF,5020,0.1393,0.0327,0.2516,0.1403,0.0336,0.2525,-0.0009,39.0,0.1181,0.0106,0.2221,-0.1223,0.0064
Viktor Gyokeres,Arsenal,FWD,2267,0.1348,0.035,0.2452,0.1346,0.0348,0.245,0.0002,55.0,0.149,0.0657,0.244,0.3592,0.2187
Alex Scott,Bournemouth,MID,4710,0.1329,-0.017,0.2747,0.1349,-0.0149,0.2768,-0.0021,74.0,0.0344,-0.0948,0.1644,0.0924,0.1507
Marc Guehi,Manchester City,DEF,8298,0.1327,0.0114,0.2428,0.1339,0.0126,0.244,-0.0012,52.0,0.0704,-0.0385,0.1758,0.1316,0.2567
Cody Gakpo,Liverpool,FWD,6408,0.1317,0.0004,0.2854,0.1381,0.0068,0.2919,-0.0064,210.0,0.1889,0.0545,0.3237,0.0381,-0.2848
Gabriel Jesus,Arsenal,FWD,2491,0.1311,-0.025,0.2422,0.1455,-0.0106,0.2566,-0.0144,94.0,-0.0115,-0.153,0.1238,-0.2378,0.2551
Adam Webster,Brighton,DEF,2052,0.1303,-0.0069,0.2553,0.1312,-0.0061,0.2561,-0.0008,13.0,0.085,-0.0599,0.2203,0.4273,0.6118
Micky van de Ven,Tottenham,DEF,6477,0.1294,0.0274,0.2361,0.1282,0.0263,0.235,0.0012,30.0,0.0343,-0.0844,0.1581,0.3388,0.6035
Bryan Mbeumo,Manchester United,FWD,8093,0.1293,0.0171,0.2242,0.1214,0.0092,0.2163,0.0079,212.0,0.1854,0.0824,0.2849,0.629,0.5159
Ryan Yates,Nottingham Forest,MID,4450,0.1282,-0.0082,0.2693,0.135,-0.0014,0.276,-0.0068,74.0,0.0667,-0.0682,0.2102,0.0664,0.2482
Gabriel Martinelli,Arsenal,FWD,5424,0.1274,-0.0048,0.2452,0.1412,0.009,0.259,-0.0138,143.0,0.0636,-0.0857,0.1866,-0.1754,-0.1504
John McGinn,Aston Villa,MID,7561,0.1246,-0.0407,0.258,0.1239,-0.0414,0.2572,0.0008,99.0,0.0522,-0.0718,0.1634,0.3452,0.3179
Lisandro Martínez,Manchester United,DEF,3661,0.1243,-0.0356,0.2381,0.1241,-0.0358,0.2379,0.0002,22.0,0.0258,-0.0965,0.1377,0.1586,0.278
Iyenoma Destiny Udogie,Tottenham,DEF,5768,0.1241,-0.0215,0.2489,0.1244,-0.0211,0.2492,-0.0004,18.0,0.0727,-0.0614,0.1987,0.3993,0.3813
Dean Huijsen,Bournemouth,DEF,2424,0.124,0.0127,0.2523,0.1228,0.0115,0.2511,0.0012,17.0,0.0916,-0.0118,0.2071,0.4993,0.284
Danilo,Nottingham Forest,MID,2087,0.1236,0.0077,0.2266,0.123,0.0071,0.226,0.0006,23.0,0.0021,-0.1183,0.1254,-0.118,0.33
Joachim Andersen,Fulham,DEF,9047,0.1232,0.0159,0.2206,0.1256,0.0183,0.2231,-0.0025,57.0,0.0487,-0.0728,0.1726,0.0336,0.1015
Pascal Struijk,Leeds,DEF,2964,0.1224,0.0181,0.2185,0.1258,0.0215,0.2219,-0.0034,31.0,0.0013,-0.0755,0.075,0.0034,0.9214
Mohamed Salah,Liverpool,FWD,8160,0.1216,-0.005,0.2452,0.1328,0.0062,0.2564,-0.0112,311.0,0.0757,-0.0178,0.1756,-0.0475,0.3693
Daniel Muñoz,Crystal Palace,MID,7144,0.1208,0.0143,0.22,0.1231,0.0166,0.2222,-0.0023,71.0,0.1054,-0.0101,0.2121,0.6757,0.5878
Antoine Semenyo,Manchester City,FWD,8632,0.1201,-0.0086,0.258,0.1142,-0.0146,0.2521,0.0059,279.0,0.0931,-0.0079,0.2126,0.209,0.2006
Alex Iwobi,Fulham,FWD,7925,0.1199,0.0115,0.2138,0.1083,-0.0001,0.2023,0.0116,162.0,-0.0478,-0.1552,0.0548,-0.0197,0.644
Riccardo Calafiori,Arsenal,DEF,2754,0.1198,-0.0037,0.2378,0.1221,-0.0014,0.2402,-0.0024,42.0,0.0934,-0.0153,0.1797,-0.026,0.1039
Amine Adli,Bournemouth,FWD,1050,0.1192,0.0053,0.2494,0.1201,0.0063,0.2504,-0.001,20.0,0.0115,-0.0642,0.0852,0.0664,0.2665
James Maddison,Tottenham,MID,4096,0.1183,-0.044,0.2706,0.1177,-0.0446,0.27,0.0006,98.0,0.0983,-0.0495,0.2396,0.7569,0.586
Antony,Manchester United,FWD,1461,0.1166,0.0193,0.2072,0.1299,0.0326,0.2205,-0.0133,49.0,-0.0764,-0.1934,0.0435,-0.5833,0.0149
Filip Jorgensen,Chelsea,GK,912,0.115,-0.0265,0.2131,0.115,-0.0265,0.2131,0.0,,0.0134,-0.0921,0.1135,0.2577,0.4587
Frank Onyeka,Brentford,MID,1229,0.1148,-0.0096,0.2138,0.117,-0.0075,0.2159,-0.0022,22.0,-0.045,-0.1564,0.0703,-0.6944,0.0976
Kepa,Arsenal,GK,2903,0.1143,0.0015,0.2184,0.1143,0.0015,0.2184,-0.0,1.0,0.0315,-0.0446,0.1255,0.4265,0.521
Valentín Castellanos,West Ham,FWD,1433,0.1136,0.0186,0.1872,0.117,0.022,0.1906,-0.0034,50.0,0.1562,0.0684,0.2307,0.9329,0.6144
Maxence Lacroix,Crystal Palace,DEF,6267,0.1136,0.0028,0.1998,0.1174,0.0066,0.2036,-0.0038,55.0,-0.043,-0.1215,0.0519,0.0242,0.4661
Yeremi Pino,Crystal Palace,MID,2140,0.1133,-0.0015,0.2372,0.119,0.0042,0.2429,-0.0057,45.0,-0.0082,-0.0957,0.0947,-0.1975,0.1306
Ollie Watkins,Aston Villa,FWD,8871,0.1132,-0.0007,0.232,0.1241,0.0102,0.2429,-0.0109,273.0,0.1037,-0.0091,0.2171,0.5797,0.3663
Dominic Calvert-Lewin,Leeds,FWD,6618,0.1116,-0.0155,0.2393,0.1456,0.0185,0.2733,-0.034,196.0,0.1241,0.0042,0.2288,0.8379,0.7814
Nick Pope,Newcastle United,GK,6335,0.1115,-0.0189,0.2308,0.1115,-0.0188,0.2308,-0.0,2.0,0.0583,-0.0684,0.1943,0.0834,0.2251
Evanilson,Bournemouth,FWD,5201,0.111,-0.0468,0.2293,0.1319,-0.0259,0.2502,-0.0209,145.0,-0.0143,-0.1479,0.1011,0.2259,0.7026
Eberechi Eze,Arsenal,MID,6697,0.1103,-0.0262,0.2256,0.1034,-0.0331,0.2188,0.0069,248.0,0.1289,-0.0055,0.2496,0.4465,0.2747
Kevin De Bruyne,Manchester City,MID,2953,0.1097,-0.0079,0.2356,0.1103,-0.0073,0.2361,-0.0005,101.0,0.2194,0.0951,0.3272,0.6523,0.1535
Oscar Bobb,Fulham,FWD,1336,0.1093,-0.017,0.2138,0.1115,-0.0148,0.216,-0.0022,16.0,0.0335,-0.0916,0.1438,0.0641,0.4002
Yankuba Minteh,Brighton,FWD,4261,0.1092,-0.0214,0.2252,0.1115,-0.0191,0.2275,-0.0023,75.0,0.0565,-0.087,0.1691,0.3423,0.3171
Kai Havertz,Arsenal,FWD,5144,0.1086,-0.0074,0.2167,0.1199,0.0038,0.2279,-0.0113,140.0,0.1696,0.0501,0.2833,0.3415,0.2004
Noah Sadiki,Sunderland,MID,2937,0.1082,0.0186,0.19,0.1096,0.0201,0.1914,-0.0014,19.0,0.0454,-0.0227,0.1118,0.2256,1.1737
Ayden Heaven,Manchester United,DEF,1098,0.1079,0.0164,0.184,0.1082,0.0166,0.1843,-0.0002,5.0,0.0177,-0.0407,0.0699,0.3806,0.7998
Ross Barkley,Aston Villa,MID,3990,0.1078,-0.054,0.2638,0.0998,-0.0621,0.2557,0.0081,100.0,0.0173,-0.0974,0.1415,0.4761,0.2544
Noah Okafor,Leeds,FWD,1599,0.1078,-0.0229,0.2384,0.1048,-0.0259,0.2354,0.003,35.0,0.0499,-0.082,0.179,0.7603,0.6381
Omar Marmoush,Manchester City,FWD,1897,0.1073,-0.002,0.2206,0.105,-0.0043,0.2183,0.0023,79.0,0.0844,-0.0068,0.1841,-0.0713,-0.0906
Joseph Gomez,Liverpool,DEF,2864,0.1072,-0.0525,0.265,0.1095,-0.0502,0.2673,-0.0023,26.0,0.1903,0.0528,0.3079,0.6217,0.2837
Cristian Romero,Tottenham,DEF,6148,0.1057,-0.0033,0.2316,0.1037,-0.0054,0.2295,0.0021,57.0,0.0205,-0.1001,0.1617,0.693,0.9094
Andrew Robertson,Liverpool,DEF,5396,0.1056,-0.0448,0.2369,0.1064,-0.044,0.2377,-0.0007,37.0,0.1785,0.0596,0.2938,0.5169,0.3844
Diego Gómez,Brighton,MID,2686,0.1055,-0.0399,0.2288,0.1078,-0.0376,0.2311,-0.0024,51.0,0.0293,-0.1012,0.1645,0.1558,0.2208
Ola Aina,Nottingham Forest,DEF,6382,0.1047,-0.0147,0.2306,0.1022,-0.0172,0.228,0.0025,34.0,0.1516,0.0148,0.3011,0.6463,0.156
Marcus Tavernier,Bournemouth,FWD,6911,0.1043,-0.0315,0.2258,0.1243,-0.0115,0.2458,-0.02,180.0,-0.0149,-0.1405,0.1174,-0.1178,0.4038
Michael Kayode,Brentford,DEF,3835,0.1026,-0.0077,0.2009,0.1027,-0.0076,0.201,-0.0001,11.0,0.07,-0.0142,0.1503,0.3687,0.2267
Mikkel Damsgaard,Brentford,MID,5895,0.1013,-0.037,0.2185,0.103,-0.0352,0.2203,-0.0018,74.0,0.1264,0.0155,0.2389,0.7911,0.5686
Ryan Sessegnon,Fulham,DEF,2426,0.1,0.0061,0.18,0.0974,0.0036,0.1774,0.0025,30.0,0.0917,-0.0214,0.2106,0.2591,0.1858
Matheus Cunha,Manchester United,MID,7663,0.0997,-0.0184,0.2112,0.0608,-0.0573,0.1723,0.0389,273.0,0.093,-0.0219,0.2028,0.591,0.3061
Fabian Schär,Newcastle United,DEF,7143,0.0994,-0.038,0.2394,0.0991,-0.0383,0.2391,0.0003,92.0,0.0009,-0.1195,0.1222,0.1219,0.3856
Bruno Fernandes,Manchester United,MID,9298,0.0992,-0.0053,0.2044,0.1147,0.0102,0.2199,-0.0155,276.0,0.1052,0.011,0.2026,1.3315,0.9401
Emile Smith-Rowe,Fulham,MID,4377,0.0988,-0.0139,0.2169,0.1027,-0.01,0.2208,-0.0039,88.0,0.0967,-0.0286,0.2067,0.2831,0.446
Gianluigi Donnarumma,Manchester City,GK,3082,0.0976,0.0288,0.1697,0.0976,0.0288,0.1697,0.0,,0.1452,0.0735,0.2077,0.1099,0.0021
Jarrad Branthwaite,Everton,DEF,6365,0.0954,-0.0036,0.2021,0.0952,-0.0038,0.2019,0.0002,30.0,0.0887,-0.0155,0.1812,0.399,0.5267
Boubacar Kamara,Aston Villa,MID,4888,0.0938,-0.0389,0.2302,0.0938,-0.0389,0.2302,0.0,22.0,0.1912,0.0455,0.3303,0.7085,0.2142
Mateo Kovacic,Manchester City,MID,3903,0.0931,-0.0455,0.2413,0.0811,-0.0575,0.2293,0.012,69.0,0.1143,-0.0371,0.2508,0.191,0.1074
Virgil van Dijk,Liverpool,DEF,10005,0.0902,0.0221,0.1623,0.0902,0.0221,0.1623,-0.0,101.0,0.1086,0.038,0.1767,-0.7616,-0.2612
Rodrigo Bentancur,Tottenham,MID,4644,0.0888,-0.0354,0.2163,0.0887,-0.0356,0.2161,0.0002,53.0,-0.0717,-0.2209,0.063,-0.2583,0.3712
Pau Torres,Aston Villa,DEF,6207,0.088,-0.0398,0.2021,0.0887,-0.039,0.2028,-0.0007,29.0,0.1008,-0.0157,0.2265,0.348,0.0755
Crysencio Summerville,West Ham,MID,3287,0.0876,-0.0324,0.2188,0.0909,-0.0291,0.222,-0.0032,68.0,-0.0172,-0.118,0.1073,0.0235,0.3406
Chris Wood,Nottingham Forest,FWD,5765,0.0873,-0.0183,0.1977,0.08,-0.0256,0.1904,0.0073,139.0,0.0732,-0.0366,0.1904,0.5296,0.4223
Darwin Núñez,Liverpool,FWD,3139,0.0871,-0.027,0.207,0.1201,0.0061,0.24,-0.033,142.0,0.0109,-0.139,0.137,0.1912,0.5768
David Brooks,Bournemouth,FWD,2404,0.086,-0.0413,0.2458,0.1138,-0.0135,0.2736,-0.0278,86.0,0.0648,-0.0481,0.1854,0.4049,0.3811
Dominik Szoboszlai,Liverpool,MID,7947,0.0849,-0.0428,0.2132,0.0856,-0.0421,0.214,-0.0007,198.0,0.0293,-0.0879,0.1599,-0.8243,-0.4266
Guglielmo Vicario,Tottenham,GK,8445,0.0845,-0.0326,0.2083,0.0845,-0.0326,0.2083,0.0,,0.0217,-0.0807,0.1131,0.3795,0.5007
Conor Bradley,Liverpool,DEF,2487,0.0842,-0.0413,0.1916,0.0862,-0.0393,0.1936,-0.0019,28.0,-0.0841,-0.1871,0.0176,-0.6218,-0.1081
Yerson Mosquera,Wolverhampton Wanderers,DEF,2617,0.0835,-0.024,0.1632,0.0884,-0.019,0.1682,-0.005,32.0,-0.014,-0.1063,0.0774,-0.4163,-0.0066
Senne Lammens,Manchester United,GK,2902,0.0828,0.0193,0.1532,0.0828,0.0193,0.1532,0.0,,0.0985,0.0322,0.1664,0.8949,0.8051
Jorginho,Arsenal,MID,1639,0.082,-0.0528,0.1973,0.0822,-0.0526,0.1975,-0.0002,6.0,0.0608,-0.0682,0.1683,0.0413,0.0434
Jan Paul van Hecke,Brighton,DEF,8605,0.082,-0.0163,0.1856,0.0836,-0.0147,0.1871,-0.0016,55.0,0.1183,-0.0099,0.2448,0.8735,0.1818
Ben Osborn,Sheffield United,MID,1356,0.0815,-0.0397,0.1953,0.0816,-0.0396,0.1954,-0.0001,4.0,0.0035,-0.1076,0.1067,0.5628,0.7029
Sandro Tonali,Newcastle United,MID,5676,0.0814,-0.0782,0.2101,0.084,-0.0756,0.2127,-0.0026,75.0,-0.0003,-0.1308,0.1221,-0.1423,0.0343
Calvin Bassey,Fulham,DEF,7937,0.0812,-0.0102,0.1723,0.081,-0.0104,0.1721,0.0002,30.0,0.0667,-0.0201,0.1526,0.3256,0.6039
Tyrone Mings,Aston Villa,DEF,2498,0.081,-0.0431,0.2037,0.0828,-0.0412,0.2055,-0.0018,19.0,0.0525,-0.0607,0.158,-0.0003,0.2103
